Year,StateAbbr,StateDesc,LocationName,DataSource,Category,Measure,Data_Value_Unit,Data_Value_Type,Data_Value,Data_Value_Footnote_Symbol,Data_Value_Footnote,Low_Confidence_Limit,High_Confidence_Limit,TotalPopulation,LocationID,CategoryID,MeasureId,DataValueTypeID,Short_Question_Text,Geolocation
2021,NY,New York,Tompkins,BRFSS,Prevention,Cholesterol screening among adults aged >=18 years,%,Age-adjusted prevalence,85.3,,,82.8,87.7,105162,36109,PREVENT,CHOLSCREEN,AgeAdjPrv,Cholesterol Screening,POINT (-76.4734835 42.4530063)
2021,NY,New York,Madison,BRFSS,Health Risk Behaviors,Binge drinking among adults aged >=18 years,%,Crude prevalence,17.8,,,15.2,20.6,67658,36053,RISKBEH,BINGE,CrdPrv,Binge Drinking,POINT (-75.6635749 42.9100255)
2021,NY,New York,Schoharie,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 years,%,Crude prevalence,8.7,,,7.1,10.5,29863,36095,HLTHOUT,COPD,CrdPrv,COPD,POINT (-74.4381718 42.591294)
2021,NY,New York,Wayne,BRFSS,Prevention,Current lack of health insurance among adults aged 18-64 years,%,Crude prevalence,6,,,4.6,7.8,90923,36117,PREVENT,ACCESS2,CrdPrv,Health Insurance,POINT (-77.0494024 43.2181139)
2021,NY,New York,Madison,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Age-adjusted prevalence,2.5,,,2.2,2.9,67658,36053,HLTHOUT,STROKE,AgeAdjPrv,Stroke,POINT (-75.6635749 42.9100255)
2021,NY,New York,Tioga,BRFSS,Health Status,Physical health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,10.5,,,9,12.2,47980,36107,HLTHSTAT,PHLTH,AgeAdjPrv,Physical Health,POINT (-76.2974556 42.1780565)
2021,NY,New York,Delaware,BRFSS,Health Outcomes,Chronic kidney disease among adults aged >=18 years,%,Age-adjusted prevalence,2.8,,,2.5,3.1,44378,36025,HLTHOUT,KIDNEY,AgeAdjPrv,Chronic Kidney Disease,POINT (-74.9667281 42.1939865)
2021,NY,New York,Ulster,BRFSS,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,%,Age-adjusted prevalence,28.7,,,25.6,32,182951,36111,HLTHOUT,HIGHCHOL,AgeAdjPrv,High Cholesterol,POINT (-74.2654582 41.9472124)
2021,NY,New York,Madison,BRFSS,Health Status,Mental health not good for >=14 days among adults aged >=18 years,%,Crude prevalence,15.3,,,13.4,17.5,67658,36053,HLTHSTAT,MHLTH,CrdPrv,Mental Health,POINT (-75.6635749 42.9100255)
2021,NY,New York,Cortland,BRFSS,Health Status,Mental health not good for >=14 days among adults aged >=18 years,%,Crude prevalence,16.6,,,14.2,19,46311,36023,HLTHSTAT,MHLTH,CrdPrv,Mental Health,POINT (-76.0762398 42.594039)
2021,NY,New York,Lewis,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Age-adjusted prevalence,6.5,,,5.9,7.2,26573,36049,HLTHOUT,CANCER,AgeAdjPrv,Cancer (except skin),POINT (-75.4441402 43.7826811)
2021,NY,New York,Suffolk,BRFSS,Prevention,Visits to doctor for routine checkup within the past year among adults aged >=18 years,%,Crude prevalence,77.4,,,74.7,79.9,1526344,36103,PREVENT,CHECKUP,CrdPrv,Annual Checkup,POINT (-72.6922183 40.943554)
2021,NY,New York,Franklin,BRFSS,Prevention,Visits to doctor for routine checkup within the past year among adults aged >=18 years,%,Age-adjusted prevalence,76.1,,,72.7,79.3,47456,36033,PREVENT,CHECKUP,AgeAdjPrv,Annual Checkup,POINT (-74.31067 44.5943758)
2021,NY,New York,Rensselaer,BRFSS,Health Outcomes,Arthritis among adults aged >=18 years,%,Age-adjusted prevalence,24.8,,,22.1,27.8,160232,36083,HLTHOUT,ARTHRITIS,AgeAdjPrv,Arthritis,POINT (-73.5138454 42.7104206)
2021,NY,New York,Wyoming,BRFSS,Prevention,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,%,Age-adjusted prevalence,60.4,,,55.9,64.7,40491,36121,PREVENT,BPMED,AgeAdjPrv,Taking BP Medication,POINT (-78.2285667 42.7013627)
2021,NY,New York,New York,BRFSS,Prevention,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,%,Age-adjusted prevalence,57.5,,,54.1,61,1576876,36061,PREVENT,BPMED,AgeAdjPrv,Taking BP Medication,POINT (-73.9701871 40.7766419)
2020,NY,New York,Ontario,BRFSS,Prevention,"Older adult women aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 years",%,Crude prevalence,40.2,,,32.6,48.3,112508,36069,PREVENT,COREW,CrdPrv,Core preventive services for older women,POINT (-77.3034967 42.8563575)
2021,NY,New York,Warren,BRFSS,Disability,Self-care disability among adults aged >=18 years,%,Age-adjusted prevalence,3,,,2.4,3.5,65618,36113,DISABLT,SELFCARE,AgeAdjPrv,Self-care Disability,POINT (-73.8381388 43.5551053)
2020,NY,New York,Oswego,BRFSS,Prevention,"Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening",%,Crude prevalence,42.5,,,33.9,51.4,117387,36075,PREVENT,COREM,CrdPrv,Core preventive services for older men,POINT (-76.2092618 43.4614431)
2021,NY,New York,Madison,BRFSS,Health Outcomes,Depression among adults aged >=18 years,%,Crude prevalence,24.3,,,21.2,27.5,67658,36053,HLTHOUT,DEPRESSION,CrdPrv,Depression,POINT (-75.6635749 42.9100255)
2021,NY,New York,Allegany,BRFSS,Health Status,Mental health not good for >=14 days among adults aged >=18 years,%,Crude prevalence,15.2,,,13.2,17.4,46106,36003,HLTHSTAT,MHLTH,CrdPrv,Mental Health,POINT (-78.0261531 42.2478532)
2021,NY,New York,Genesee,BRFSS,Health Outcomes,Chronic kidney disease among adults aged >=18 years,%,Age-adjusted prevalence,2.7,,,2.4,2.9,57853,36037,HLTHOUT,KIDNEY,AgeAdjPrv,Chronic Kidney Disease,POINT (-78.1927784 43.0009096)
2021,NY,New York,Onondaga,BRFSS,Disability,Any disability among adults aged >=18 years,%,Age-adjusted prevalence,27,,,23.6,30.6,473236,36067,DISABLT,DISABILITY,AgeAdjPrv,Any Disability,POINT (-76.1961336 43.0065163)
2021,NY,New York,Putnam,BRFSS,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,%,Crude prevalence,34.5,,,31.2,37.7,97936,36079,HLTHOUT,HIGHCHOL,CrdPrv,High Cholesterol,POINT (-73.7438608 41.4279067)
2020,NY,New York,Orleans,BRFSS,Prevention,Visits to dentist or dental clinic among adults aged >=18 years,%,Age-adjusted prevalence,59.6,,,56,63.2,40191,36073,PREVENT,DENTAL,AgeAdjPrv,Dental Visit,POINT (-78.2070281 43.3399059)
2020,NY,New York,Ulster,BRFSS,Prevention,"Older adult women aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 years",%,Crude prevalence,43.3,,,35.6,50.4,182951,36111,PREVENT,COREW,CrdPrv,Core preventive services for older women,POINT (-74.2654582 41.9472124)
2021,NY,New York,Warren,BRFSS,Health Risk Behaviors,Binge drinking among adults aged >=18 years,%,Age-adjusted prevalence,20,,,17.2,23.1,65618,36113,RISKBEH,BINGE,AgeAdjPrv,Binge Drinking,POINT (-73.8381388 43.5551053)
2021,NY,New York,Schenectady,BRFSS,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,%,Crude prevalence,34.6,,,31.3,37.9,158089,36093,HLTHOUT,HIGHCHOL,CrdPrv,High Cholesterol,POINT (-74.0435592 42.8175516)
2021,NY,New York,Herkimer,BRFSS,Health Outcomes,Depression among adults aged >=18 years,%,Crude prevalence,23,,,19.9,26.4,59937,36043,HLTHOUT,DEPRESSION,CrdPrv,Depression,POINT (-74.8410968 43.571009)
2021,NY,New York,Saratoga,BRFSS,Disability,Hearing disability among adults aged >=18 years,%,Age-adjusted prevalence,5.2,,,4.5,5.8,237359,36091,DISABLT,HEARING,AgeAdjPrv,Hearing Disability,POINT (-73.8553872 43.1061353)
2021,NY,New York,New York,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults aged >=18 years,%,Crude prevalence,20.7,,,18.1,23.6,1576876,36061,RISKBEH,LPA,CrdPrv,Physical Inactivity,POINT (-73.9701871 40.7766419)
2021,NY,New York,Steuben,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults aged >=18 years,%,Crude prevalence,25.7,,,21.6,29.9,92948,36101,RISKBEH,LPA,CrdPrv,Physical Inactivity,POINT (-77.3855253 42.2667252)
2020,NY,New York,Suffolk,BRFSS,Prevention,"Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening",%,Age-adjusted prevalence,49,,,42.2,55.5,1526344,36103,PREVENT,COREM,AgeAdjPrv,Core preventive services for older men,POINT (-72.6922183 40.943554)
2020,NY,New York,Genesee,BRFSS,Prevention,Visits to dentist or dental clinic among adults aged >=18 years,%,Crude prevalence,65.4,,,61.6,68.9,57853,36037,PREVENT,DENTAL,CrdPrv,Dental Visit,POINT (-78.1927784 43.0009096)
2020,NY,New York,Genesee,BRFSS,Prevention,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",%,Crude prevalence,75.7,,,72.6,78.6,57853,36037,PREVENT,COLON_SCREEN,CrdPrv,Colorectal Cancer Screening,POINT (-78.1927784 43.0009096)
2020,NY,New York,Warren,BRFSS,Prevention,Mammography use among women aged 50-74 years,%,Age-adjusted prevalence,76.1,,,71.7,80,65618,36113,PREVENT,MAMMOUSE,AgeAdjPrv,Mammography,POINT (-73.8381388 43.5551053)
2020,NY,New York,St. Lawrence,BRFSS,Prevention,Visits to dentist or dental clinic among adults aged >=18 years,%,Crude prevalence,64.2,,,60.2,68.2,108051,36089,PREVENT,DENTAL,CrdPrv,Dental Visit,POINT (-75.074311 44.4881125)
2021,NY,New York,Chemung,BRFSS,Health Risk Behaviors,Current smoking among adults aged >=18 years,%,Crude prevalence,21.6,,,17.6,25.6,83045,36015,RISKBEH,CSMOKING,CrdPrv,Current Smoking,POINT (-76.7524712 42.1486972)
2021,NY,New York,Chemung,BRFSS,Health Outcomes,Chronic kidney disease among adults aged >=18 years,%,Crude prevalence,3.4,,,3,3.8,83045,36015,HLTHOUT,KIDNEY,CrdPrv,Chronic Kidney Disease,POINT (-76.7524712 42.1486972)
2021,NY,New York,Orleans,BRFSS,Health Outcomes,Chronic kidney disease among adults aged >=18 years,%,Crude prevalence,3.5,,,3.1,3.9,40191,36073,HLTHOUT,KIDNEY,CrdPrv,Chronic Kidney Disease,POINT (-78.2070281 43.3399059)
2021,NY,New York,Suffolk,BRFSS,Health Outcomes,Chronic kidney disease among adults aged >=18 years,%,Crude prevalence,3,,,2.7,3.3,1526344,36103,HLTHOUT,KIDNEY,CrdPrv,Chronic Kidney Disease,POINT (-72.6922183 40.943554)
2020,NY,New York,Erie,BRFSS,Health Risk Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,34.6,,,33.2,35.9,950683,36029,RISKBEH,SLEEP,CrdPrv,Sleep <7 hours,POINT (-78.7781922 42.752759)
2021,NY,New York,Niagara,BRFSS,Disability,Mobility disability among adults aged >=18 years,%,Age-adjusted prevalence,11.9,,,10.1,13.8,211653,36063,DISABLT,MOBILITY,AgeAdjPrv,Mobility Disability,POINT (-78.8129431 43.2726719)
2021,NY,New York,Chemung,BRFSS,Health Risk Behaviors,Binge drinking among adults aged >=18 years,%,Crude prevalence,17,,,14.5,19.7,83045,36015,RISKBEH,BINGE,CrdPrv,Binge Drinking,POINT (-76.7524712 42.1486972)
2020,NY,New York,Greene,BRFSS,Prevention,"Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening",%,Age-adjusted prevalence,46,,,36.8,55.4,48499,36039,PREVENT,COREM,AgeAdjPrv,Core preventive services for older men,POINT (-74.1420253 42.2798211)
2021,NY,New York,Niagara,BRFSS,Disability,Cognitive disability among adults ages >=18 years,%,Age-adjusted prevalence,12.6,,,10.6,14.8,211653,36063,DISABLT,COGNITION,AgeAdjPrv,Cognitive Disability,POINT (-78.8129431 43.2726719)
2021,NY,New York,Orange,BRFSS,Health Outcomes,High blood pressure among adults aged >=18 years,%,Age-adjusted prevalence,29.6,,,26.9,32.3,404525,36071,HLTHOUT,BPHIGH,AgeAdjPrv,High Blood Pressure,POINT (-74.3062522 41.4024096)
2021,NY,New York,Yates,BRFSS,Disability,Hearing disability among adults aged >=18 years,%,Crude prevalence,7.9,,,6.9,9,24613,36123,DISABLT,HEARING,CrdPrv,Hearing Disability,POINT (-77.1043238 42.638237)
2021,NY,New York,Cortland,BRFSS,Prevention,Visits to doctor for routine checkup within the past year among adults aged >=18 years,%,Crude prevalence,78,,,74.5,81.3,46311,36023,PREVENT,CHECKUP,CrdPrv,Annual Checkup,POINT (-76.0762398 42.594039)
2021,NY,New York,Onondaga,BRFSS,Prevention,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,%,Age-adjusted prevalence,60.8,,,57,64.6,473236,36067,PREVENT,BPMED,AgeAdjPrv,Taking BP Medication,POINT (-76.1961336 43.0065163)
2020,NY,New York,Oneida,BRFSS,Prevention,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",%,Crude prevalence,76.1,,,73.3,78.6,230274,36065,PREVENT,COLON_SCREEN,CrdPrv,Colorectal Cancer Screening,POINT (-75.4342824 43.2427273)
2020,NY,New York,Washington,BRFSS,Prevention,"Older adult women aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 years",%,Crude prevalence,37.5,,,30.1,45.2,60956,36115,PREVENT,COREW,CrdPrv,Core preventive services for older women,POINT (-73.4394282 43.3123766)
2021,NY,New York,Westchester,BRFSS,Health Status,Mental health not good for >=14 days among adults aged >=18 years,%,Crude prevalence,12,,,10.5,13.6,997895,36119,HLTHSTAT,MHLTH,CrdPrv,Mental Health,POINT (-73.7457526 41.1526862)
2021,NY,New York,Nassau,BRFSS,Health Outcomes,Arthritis among adults aged >=18 years,%,Crude prevalence,22.7,,,20.6,24.8,1390907,36059,HLTHOUT,ARTHRITIS,CrdPrv,Arthritis,POINT (-73.5894144 40.7296118)
2020,NY,New York,Cortland,BRFSS,Prevention,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",%,Crude prevalence,76.4,,,73.4,79,46311,36023,PREVENT,COLON_SCREEN,CrdPrv,Colorectal Cancer Screening,POINT (-76.0762398 42.594039)
2021,NY,New York,Wayne,BRFSS,Health Status,Mental health not good for >=14 days among adults aged >=18 years,%,Crude prevalence,14.2,,,12.4,16.1,90923,36117,HLTHSTAT,MHLTH,CrdPrv,Mental Health,POINT (-77.0494024 43.2181139)
2021,NY,New York,Queens,BRFSS,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,%,Crude prevalence,36.7,,,34.3,39.1,2331143,36081,HLTHOUT,HIGHCHOL,CrdPrv,High Cholesterol,POINT (-73.8412089 40.6546581)
2021,NY,New York,Albany,BRFSS,Disability,Vision disability among adults aged >=18 years,%,Age-adjusted prevalence,3.9,,,3.4,4.6,313743,36001,DISABLT,VISION,AgeAdjPrv,Vision Disability,POINT (-73.9740095 42.5882401)
2020,NY,New York,Jefferson,BRFSS,Health Outcomes,All teeth lost among adults aged >=65 years,%,Age-adjusted prevalence,13.5,,,9,18.9,116295,36045,HLTHOUT,TEETHLOST,AgeAdjPrv,All Teeth Lost,POINT (-76.0529678 43.996389)
2021,NY,New York,Oswego,BRFSS,Health Status,Mental health not good for >=14 days among adults aged >=18 years,%,Crude prevalence,16.3,,,14.3,18.4,117387,36075,HLTHSTAT,MHLTH,CrdPrv,Mental Health,POINT (-76.2092618 43.4614431)
2021,NY,New York,Livingston,BRFSS,Health Risk Behaviors,Binge drinking among adults aged >=18 years,%,Crude prevalence,18.1,,,15.6,21,61578,36051,RISKBEH,BINGE,CrdPrv,Binge Drinking,POINT (-77.778463 42.7290418)
2021,NY,New York,Seneca,BRFSS,Disability,Hearing disability among adults aged >=18 years,%,Age-adjusted prevalence,6.3,,,5.6,7.2,33688,36099,DISABLT,HEARING,AgeAdjPrv,Hearing Disability,POINT (-76.827088 42.7822943)
2020,NY,New York,Clinton,BRFSS,Prevention,"Older adult women aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 years",%,Age-adjusted prevalence,42.9,,,35.4,50.5,79596,36019,PREVENT,COREW,AgeAdjPrv,Core preventive services for older women,POINT (-73.7056429 44.752712)
2020,NY,New York,Albany,BRFSS,Prevention,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",%,Crude prevalence,76.1,,,73.6,78.5,313743,36001,PREVENT,COLON_SCREEN,CrdPrv,Colorectal Cancer Screening,POINT (-73.9740095 42.5882401)
2021,NY,New York,Oneida,BRFSS,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,%,Crude prevalence,37.2,,,34.1,40.2,230274,36065,HLTHOUT,HIGHCHOL,CrdPrv,High Cholesterol,POINT (-75.4342824 43.2427273)
2020,NY,New York,Queens,BRFSS,Health Risk Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Age-adjusted prevalence,35.7,,,34.8,36.7,2331143,36081,RISKBEH,SLEEP,AgeAdjPrv,Sleep <7 hours,POINT (-73.8412089 40.6546581)
2020,NY,New York,Livingston,BRFSS,Prevention,Visits to dentist or dental clinic among adults aged >=18 years,%,Crude prevalence,66.2,,,62.6,69.9,61578,36051,PREVENT,DENTAL,CrdPrv,Dental Visit,POINT (-77.778463 42.7290418)
2021,NY,New York,Sullivan,BRFSS,Health Risk Behaviors,Binge drinking among adults aged >=18 years,%,Crude prevalence,15.4,,,13.2,17.7,79806,36105,RISKBEH,BINGE,CrdPrv,Binge Drinking,POINT (-74.7715769 41.7199928)
2020,NY,New York,Orleans,BRFSS,Health Risk Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Age-adjusted prevalence,35.4,,,33.7,37,40191,36073,RISKBEH,SLEEP,AgeAdjPrv,Sleep <7 hours,POINT (-78.2070281 43.3399059)
2021,NY,New York,Rensselaer,BRFSS,Prevention,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,%,Crude prevalence,77.7,,,74.8,80.6,160232,36083,PREVENT,BPMED,CrdPrv,Taking BP Medication,POINT (-73.5138454 42.7104206)
2021,NY,New York,Otsego,BRFSS,Prevention,Visits to doctor for routine checkup within the past year among adults aged >=18 years,%,Crude prevalence,76,,,72.3,79.4,58123,36077,PREVENT,CHECKUP,CrdPrv,Annual Checkup,POINT (-75.028841 42.6297762)
2021,NY,New York,Saratoga,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Age-adjusted prevalence,10.6,,,9.5,11.9,237359,36091,HLTHOUT,CASTHMA,AgeAdjPrv,Current Asthma,POINT (-73.8553872 43.1061353)
2021,NY,New York,Monroe,BRFSS,Health Status,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,14.9,,,12.8,17.3,755160,36055,HLTHSTAT,GHLTH,CrdPrv,General Health,POINT (-77.7005177 43.2503466)
2021,NY,New York,Essex,BRFSS,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,%,Crude prevalence,38.4,,,35.1,42,37268,36031,HLTHOUT,HIGHCHOL,CrdPrv,High Cholesterol,POINT (-73.7784307 44.1096005)
2021,NY,New York,Wyoming,BRFSS,Disability,Vision disability among adults aged >=18 years,%,Age-adjusted prevalence,4.3,,,3.7,5.1,40491,36121,DISABLT,VISION,AgeAdjPrv,Vision Disability,POINT (-78.2285667 42.7013627)
2020,NY,New York,Delaware,BRFSS,Health Outcomes,All teeth lost among adults aged >=65 years,%,Age-adjusted prevalence,13.1,,,8.5,18.2,44378,36025,HLTHOUT,TEETHLOST,AgeAdjPrv,All Teeth Lost,POINT (-74.9667281 42.1939865)
2021,NY,New York,Ontario,BRFSS,Prevention,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,%,Crude prevalence,80.1,,,77.4,82.6,112508,36069,PREVENT,BPMED,CrdPrv,Taking BP Medication,POINT (-77.3034967 42.8563575)
2021,NY,New York,Nassau,BRFSS,Prevention,Visits to doctor for routine checkup within the past year among adults aged >=18 years,%,Age-adjusted prevalence,78,,,75.5,80.5,1390907,36059,PREVENT,CHECKUP,AgeAdjPrv,Annual Checkup,POINT (-73.5894144 40.7296118)
2020,NY,New York,Broome,BRFSS,Prevention,Visits to dentist or dental clinic among adults aged >=18 years,%,Crude prevalence,64.3,,,60.7,68.1,197240,36007,PREVENT,DENTAL,CrdPrv,Dental Visit,POINT (-75.8302833 42.1619773)
2021,NY,New York,Oswego,BRFSS,Health Outcomes,Chronic kidney disease among adults aged >=18 years,%,Age-adjusted prevalence,2.8,,,2.5,3.1,117387,36075,HLTHOUT,KIDNEY,AgeAdjPrv,Chronic Kidney Disease,POINT (-76.2092618 43.4614431)
2021,NY,New York,Warren,BRFSS,Disability,Vision disability among adults aged >=18 years,%,Crude prevalence,4.2,,,3.5,5,65618,36113,DISABLT,VISION,CrdPrv,Vision Disability,POINT (-73.8381388 43.5551053)
2021,NY,New York,Chautauqua,BRFSS,Disability,Cognitive disability among adults ages >=18 years,%,Age-adjusted prevalence,14.5,,,12.2,17,126807,36013,DISABLT,COGNITION,AgeAdjPrv,Cognitive Disability,POINT (-79.4075949 42.3042159)
2021,NY,New York,Fulton,BRFSS,Health Outcomes,Coronary heart disease among adults aged >=18 years,%,Crude prevalence,7.8,,,6.7,8.9,53116,36035,HLTHOUT,CHD,CrdPrv,Coronary Heart Disease,POINT (-74.4236782 43.1156093)
2020,NY,New York,Putnam,BRFSS,Prevention,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",%,Crude prevalence,79,,,76.4,81.4,97936,36079,PREVENT,COLON_SCREEN,CrdPrv,Colorectal Cancer Screening,POINT (-73.7438608 41.4279067)
2020,NY,New York,Orange,BRFSS,Health Risk Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Age-adjusted prevalence,35.8,,,34.4,37.1,404525,36071,RISKBEH,SLEEP,AgeAdjPrv,Sleep <7 hours,POINT (-74.3062522 41.4024096)
2021,NY,New York,Onondaga,BRFSS,Disability,Cognitive disability among adults ages >=18 years,%,Age-adjusted prevalence,13.1,,,11.1,15.3,473236,36067,DISABLT,COGNITION,AgeAdjPrv,Cognitive Disability,POINT (-76.1961336 43.0065163)
2021,NY,New York,Steuben,BRFSS,Health Outcomes,Arthritis among adults aged >=18 years,%,Age-adjusted prevalence,25.8,,,23.1,28.6,92948,36101,HLTHOUT,ARTHRITIS,AgeAdjPrv,Arthritis,POINT (-77.3855253 42.2667252)
2020,NY,New York,Westchester,BRFSS,Prevention,Cervical cancer screening among adult women aged 21-65 years,%,Crude prevalence,85.7,,,84,87.2,997895,36119,PREVENT,CERVICAL,CrdPrv,Cervical Cancer Screening,POINT (-73.7457526 41.1526862)
2021,NY,New York,Montgomery,BRFSS,Disability,Hearing disability among adults aged >=18 years,%,Crude prevalence,7.9,,,6.9,8.9,49558,36057,DISABLT,HEARING,CrdPrv,Hearing Disability,POINT (-74.4353575 42.9008912)
2021,NY,New York,Cortland,BRFSS,Prevention,Current lack of health insurance among adults aged 18-64 years,%,Crude prevalence,6,,,4.4,7.9,46311,36023,PREVENT,ACCESS2,CrdPrv,Health Insurance,POINT (-76.0762398 42.594039)
2021,NY,New York,Wayne,BRFSS,Health Outcomes,Arthritis among adults aged >=18 years,%,Age-adjusted prevalence,27.3,,,24.9,29.7,90923,36117,HLTHOUT,ARTHRITIS,AgeAdjPrv,Arthritis,POINT (-77.0494024 43.2181139)
2021,NY,New York,Tioga,BRFSS,Prevention,Visits to doctor for routine checkup within the past year among adults aged >=18 years,%,Age-adjusted prevalence,77,,,73.3,80.6,47980,36107,PREVENT,CHECKUP,AgeAdjPrv,Annual Checkup,POINT (-76.2974556 42.1780565)
2021,NY,New York,Fulton,BRFSS,Prevention,Current lack of health insurance among adults aged 18-64 years,%,Age-adjusted prevalence,7.6,,,5.6,10,53116,36035,PREVENT,ACCESS2,AgeAdjPrv,Health Insurance,POINT (-74.4236782 43.1156093)
2021,NY,New York,Montgomery,BRFSS,Health Outcomes,Coronary heart disease among adults aged >=18 years,%,Age-adjusted prevalence,6.1,,,5.3,6.9,49558,36057,HLTHOUT,CHD,AgeAdjPrv,Coronary Heart Disease,POINT (-74.4353575 42.9008912)
2020,NY,New York,Onondaga,BRFSS,Health Risk Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Age-adjusted prevalence,35.2,,,33.6,36.7,473236,36067,RISKBEH,SLEEP,AgeAdjPrv,Sleep <7 hours,POINT (-76.1961336 43.0065163)
2021,NY,New York,Madison,BRFSS,Disability,Any disability among adults aged >=18 years,%,Age-adjusted prevalence,26.9,,,23.4,30.6,67658,36053,DISABLT,DISABILITY,AgeAdjPrv,Any Disability,POINT (-75.6635749 42.9100255)
2021,NY,New York,Columbia,BRFSS,Health Status,Physical health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,9.9,,,8.6,11.3,61778,36021,HLTHSTAT,PHLTH,AgeAdjPrv,Physical Health,POINT (-73.6267175 42.2476964)
2021,NY,New York,New York,BRFSS,Health Risk Behaviors,Binge drinking among adults aged >=18 years,%,Crude prevalence,18.9,,,17,21,1576876,36061,RISKBEH,BINGE,CrdPrv,Binge Drinking,POINT (-73.9701871 40.7766419)
2021,NY,New York,Steuben,BRFSS,Prevention,Cholesterol screening among adults aged >=18 years,%,Crude prevalence,86.3,,,83.8,88.5,92948,36101,PREVENT,CHOLSCREEN,CrdPrv,Cholesterol Screening,POINT (-77.3855253 42.2667252)
2021,NY,New York,Hamilton,BRFSS,Health Risk Behaviors,Current smoking among adults aged >=18 years,%,Crude prevalence,19.2,,,15.3,23.7,5119,36041,RISKBEH,CSMOKING,CrdPrv,Current Smoking,POINT (-74.5024556 43.6578786)
2020,NY,New York,Seneca,BRFSS,Prevention,Visits to dentist or dental clinic among adults aged >=18 years,%,Age-adjusted prevalence,64.3,,,60.5,67.9,33688,36099,PREVENT,DENTAL,AgeAdjPrv,Dental Visit,POINT (-76.827088 42.7822943)
2021,NY,New York,Jefferson,BRFSS,Health Outcomes,Arthritis among adults aged >=18 years,%,Crude prevalence,27.8,,,25.6,30.1,116295,36045,HLTHOUT,ARTHRITIS,CrdPrv,Arthritis,POINT (-76.0529678 43.996389)
2021,NY,New York,Fulton,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults aged >=18 years,%,Crude prevalence,27.6,,,23.6,31.8,53116,36035,RISKBEH,LPA,CrdPrv,Physical Inactivity,POINT (-74.4236782 43.1156093)
2021,NY,New York,Columbia,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,30.2,,,26.8,33.8,61778,36021,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-73.6267175 42.2476964)
2020,NY,New York,Herkimer,BRFSS,Health Risk Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,33.9,,,32.2,35.6,59937,36043,RISKBEH,SLEEP,CrdPrv,Sleep <7 hours,POINT (-74.8410968 43.571009)
